"","disease","state","year","weeks_reporting","count","population"
"10391","Pertussis","New Mexico",1976,6,15,1169912
"10392","Pertussis","New Mexico",1977,19,40,1204026
"10393","Pertussis","New Mexico",1978,9,16,1238298
"10394","Pertussis","New Mexico",1979,11,26,1271650
"10395","Pertussis","New Mexico",1980,6,21,1302894
"10396","Pertussis","New Mexico",1981,11,11,1331035
"10397","Pertussis","New Mexico",1982,7,8,1356188
"10398","Pertussis","New Mexico",1983,48,12,1378808
"10399","Pertussis","New Mexico",1984,50,12,1399412
"10400","Pertussis","New Mexico",1985,50,15,1418565
"10401","Pertussis","New Mexico",1986,48,26,1436874
"10402","Pertussis","New Mexico",1987,50,13,1454982
"10403","Pertussis","New Mexico",1988,39,51,1473568
"10404","Pertussis","New Mexico",1989,40,29,1493346
"10405","Pertussis","New Mexico",1990,42,22,1515069
"10406","Pertussis","New Mexico",1991,47,47,1539342
"10407","Pertussis","New Mexico",1992,43,94,1566028
"10408","Pertussis","New Mexico",1993,47,42,1594781
"10409","Pertussis","New Mexico",1994,49,33,1625235
"10410","Pertussis","New Mexico",1995,49,126,1656994
"10411","Pertussis","New Mexico",1996,52,60,1689627
"10412","Pertussis","New Mexico",1997,48,151,1722670
"10413","Pertussis","New Mexico",1998,49,96,1755621
"10414","Pertussis","New Mexico",1999,50,184,1787939
"10415","Pertussis","New Mexico",2000,50,80,1819046
"10416","Pertussis","New Mexico",2001,48,130,1848459
"10417","Pertussis","New Mexico",2002,49,178,1876190
"10418","Pertussis","New Mexico",2003,44,67,1902391
"10419","Pertussis","New Mexico",2004,41,137,1927235
"10420","Pertussis","New Mexico",2005,48,140,1950906
"10421","Pertussis","New Mexico",2006,47,112,1973608
"10422","Pertussis","New Mexico",2007,49,71,1995553
"10423","Pertussis","New Mexico",2008,41,65,2016970
"10424","Pertussis","New Mexico",2009,46,65,2038095
"10425","Pertussis","New Mexico",2010,48,123,2059179
"10426","Pertussis","New Mexico",2011,45,178,2080437
"10427","Pertussis","New York",1938,51,23715,13343787
"10428","Pertussis","New York",1939,52,22013,13406915
"10429","Pertussis","New York",1940,51,19125,13479142
"10430","Pertussis","New York",1941,51,17747,13564576
"10431","Pertussis","New York",1942,51,21160,13663361
"10432","Pertussis","New York",1943,52,15510,13774649
"10433","Pertussis","New York",1944,52,9040,13897589
"10434","Pertussis","New York",1945,52,12928,14031321
"10435","Pertussis","New York",1946,52,9110,14174970
"10436","Pertussis","New York",1947,51,9751,14327635
"10437","Pertussis","New York",1948,52,5994,14488381
"10438","Pertussis","New York",1949,52,8865,14656239
"10439","Pertussis","New York",1950,51,7533,14830192
"10440","Pertussis","New York",1951,48,3578,15009302
"10441","Pertussis","New York",1952,48,3135,15193092
"10442","Pertussis","New York",1953,49,5363,15381188
"10443","Pertussis","New York",1954,52,4930,15573194
"10444","Pertussis","New York",1955,51,2513,15768693
"10445","Pertussis","New York",1956,0,0,15967244
"10446","Pertussis","New York",1957,0,0,16168384
"10447","Pertussis","New York",1958,0,0,16371622
"10448","Pertussis","New York",1959,0,0,16576443
"10449","Pertussis","New York",1960,0,0,16782304
"10450","Pertussis","New York",1961,0,0,16988157
"10451","Pertussis","New York",1962,0,0,17190958
"10452","Pertussis","New York",1963,0,0,17387034
"10453","Pertussis","New York",1964,0,0,17572556
"10454","Pertussis","New York",1965,0,0,17743562
"10455","Pertussis","New York",1966,0,0,17895985
"10456","Pertussis","New York",1967,0,0,18025684
"10457","Pertussis","New York",1968,0,0,18128492
"10458","Pertussis","New York",1969,0,0,18200269
"10459","Pertussis","New York",1970,0,0,18236967
"10460","Pertussis","New York",1971,0,0,18236388
"10461","Pertussis","New York",1972,0,0,18203314
"10462","Pertussis","New York",1973,0,0,18144367
"10463","Pertussis","New York",1974,22,87,18066218
"10464","Pertussis","New York",1975,19,72,17975503
"10465","Pertussis","New York",1976,15,63,17878766
"10466","Pertussis","New York",1977,20,86,17782428
"10467","Pertussis","New York",1978,22,114,17692772
"10468","Pertussis","New York",1979,18,72,17615962
"10469","Pertussis","New York",1980,17,74,17558072
"10470","Pertussis","New York",1981,5,22,17523755
"10471","Pertussis","New York",1982,17,82,17512164
"10472","Pertussis","New York",1983,47,168,17521154
"10473","Pertussis","New York",1984,43,120,17548657
"10474","Pertussis","New York",1985,46,130,17592652
"10475","Pertussis","New York",1986,41,98,17651150
"10476","Pertussis","New York",1987,16,67,17722172
"10477","Pertussis","New York",1988,39,215,17803734
"10478","Pertussis","New York",1989,27,99,17893839
"10479","Pertussis","New York",1990,0,0,17990455
"10480","Pertussis","New York",1991,9,59,18091650
"10481","Pertussis","New York",1992,33,96,18195984
"10482","Pertussis","New York",1993,34,370,18302118
"10483","Pertussis","New York",1994,45,347,18408682
"10484","Pertussis","New York",1995,44,225,18514274
"10485","Pertussis","New York",1996,47,568,18617460
"10486","Pertussis","New York",1997,44,123,18716776
"10487","Pertussis","New York",1998,31,238,18810729
"10488","Pertussis","New York",1999,38,546,18897802
"10489","Pertussis","New York",2000,19,212,18976457
"10490","Pertussis","New York",2001,35,118,19045556
"10491","Pertussis","New York",2002,41,375,19105612
"10492","Pertussis","New York",2003,0,0,19157572
"10493","Pertussis","New York",2004,30,1319,19202409
"10494","Pertussis","New York",2005,43,558,19241109
"10495","Pertussis","New York",2006,49,2007,19274679
"10496","Pertussis","New York",2007,49,1109,19304134
"10497","Pertussis","New York",2008,44,416,19330500
"10498","Pertussis","New York",2009,39,283,19354809
"10499","Pertussis","New York",2010,38,808,19378102
"10500","Pertussis","New York",2011,42,910,19401248
"10501","Pertussis","North Carolina",1938,51,14725,3497696
"10502","Pertussis","North Carolina",1939,52,10685,3533666
"10503","Pertussis","North Carolina",1940,51,7011,3571623
"10504","Pertussis","North Carolina",1941,51,10228,3612382
"10505","Pertussis","North Carolina",1942,51,6001,3655872
"10506","Pertussis","North Carolina",1943,52,8107,3701788
"10507","Pertussis","North Carolina",1944,52,6588,3749809
"10508","Pertussis","North Carolina",1945,52,5829,3799599
"10509","Pertussis","North Carolina",1946,52,3475,3850802
"10510","Pertussis","North Carolina",1947,51,2983,3903045
"10511","Pertussis","North Carolina",1948,52,2046,3955929
"10512","Pertussis","North Carolina",1949,52,1398,4009038
"10513","Pertussis","North Carolina",1950,51,3208,4061929
"10514","Pertussis","North Carolina",1951,48,1991,4114220
"10515","Pertussis","North Carolina",1952,48,1192,4165838
"10516","Pertussis","North Carolina",1953,42,221,4216791
"10517","Pertussis","North Carolina",1954,52,797,4267092
"10518","Pertussis","North Carolina",1955,51,1398,4316755
"10519","Pertussis","North Carolina",1956,0,0,4365795
"10520","Pertussis","North Carolina",1957,0,0,4414232
"10521","Pertussis","North Carolina",1958,0,0,4462088
"10522","Pertussis","North Carolina",1959,0,0,4509387
"10523","Pertussis","North Carolina",1960,0,0,4556155
"10524","Pertussis","North Carolina",1961,0,0,4602494
"10525","Pertussis","North Carolina",1962,0,0,4648805
"10526","Pertussis","North Carolina",1963,0,0,4695582
"10527","Pertussis","North Carolina",1964,0,0,4743339
"10528","Pertussis","North Carolina",1965,0,0,4792610
"10529","Pertussis","North Carolina",1966,0,0,4843951
"10530","Pertussis","North Carolina",1967,0,0,4897944
"10531","Pertussis","North Carolina",1968,0,0,4955195
"10532","Pertussis","North Carolina",1969,0,0,5016342
"10533","Pertussis","North Carolina",1970,0,0,5082059
"10534","Pertussis","North Carolina",1971,0,0,5152805
"10535","Pertussis","North Carolina",1972,0,0,5228047
"10536","Pertussis","North Carolina",1973,0,0,5306964
"10537","Pertussis","North Carolina",1974,21,51,5388688
"10538","Pertussis","North Carolina",1975,26,46,5472289
"10539","Pertussis","North Carolina",1976,26,58,5556784
"10540","Pertussis","North Carolina",1977,18,31,5641121
"10541","Pertussis","North Carolina",1978,27,46,5724190
"10542","Pertussis","North Carolina",1979,18,30,5804815
"10543","Pertussis","North Carolina",1980,17,32,5881766
"10544","Pertussis","North Carolina",1981,11,12,5954197
"10545","Pertussis","North Carolina",1982,22,45,6023017
"10546","Pertussis","North Carolina",1983,41,31,6089643
"10547","Pertussis","North Carolina",1984,49,37,6155563
"10548","Pertussis","North Carolina",1985,51,39,6222335
"10549","Pertussis","North Carolina",1986,49,89,6291584
"10550","Pertussis","North Carolina",1987,52,117,6365009
"10551","Pertussis","North Carolina",1988,51,67,6444390
"10552","Pertussis","North Carolina",1989,40,79,6531602
"10553","Pertussis","North Carolina",1990,47,78,6628637
"10554","Pertussis","North Carolina",1991,45,44,6737074
"10555","Pertussis","North Carolina",1992,44,44,6856389
"10556","Pertussis","North Carolina",1993,39,202,6985472
"10557","Pertussis","North Carolina",1994,49,140,7123139
"10558","Pertussis","North Carolina",1995,51,110,7268111
"10559","Pertussis","North Carolina",1996,38,131,7418999
"10560","Pertussis","North Carolina",1997,44,120,7574287
"10561","Pertussis","North Carolina",1998,48,108,7732325
"10562","Pertussis","North Carolina",1999,50,94,7891315
"10563","Pertussis","North Carolina",2000,52,111,8049313
"10564","Pertussis","North Carolina",2001,49,68,8204646
"10565","Pertussis","North Carolina",2002,46,38,8357246
"10566","Pertussis","North Carolina",2003,46,119,8507499
"10567","Pertussis","North Carolina",2004,41,84,8655838
"10568","Pertussis","North Carolina",2005,44,104,8802741
"10569","Pertussis","North Carolina",2006,50,237,8948728
"10570","Pertussis","North Carolina",2007,44,326,9094366
"10571","Pertussis","North Carolina",2008,51,79,9240262
"10572","Pertussis","North Carolina",2009,50,220,9387070
"10573","Pertussis","North Carolina",2010,21,9,9535483
"10574","Pertussis","North Carolina",2011,48,163,9686120
"10575","Pertussis","North Dakota",1938,51,1413,652141
"10576","Pertussis","North Dakota",1939,52,887,646900
"10577","Pertussis","North Dakota",1940,51,678,641935
"10578","Pertussis","North Dakota",1941,51,881,637398
"10579","Pertussis","North Dakota",1942,51,527,633330
"10580","Pertussis","North Dakota",1943,52,803,629747
"10581","Pertussis","North Dakota",1944,52,456,626664
"10582","Pertussis","North Dakota",1945,50,124,624096
"10583","Pertussis","North Dakota",1946,25,51,622062
"10584","Pertussis","North Dakota",1947,36,383,620579
"10585","Pertussis","North Dakota",1948,42,285,619666
"10586","Pertussis","North Dakota",1949,37,151,619344
"10587","Pertussis","North Dakota",1950,41,327,619636
"10588","Pertussis","North Dakota",1951,43,243,620536
"10589","Pertussis","North Dakota",1952,39,205,621924
"10590","Pertussis","North Dakota",1953,3,3,623651
"10591","Pertussis","North Dakota",1954,29,243,625568
"10592","Pertussis","North Dakota",1955,48,359,627522
"10593","Pertussis","North Dakota",1956,0,0,629361
"10594","Pertussis","North Dakota",1957,0,0,630929
"10595","Pertussis","North Dakota",1958,0,0,632070
"10596","Pertussis","North Dakota",1959,0,0,632628
"10597","Pertussis","North Dakota",1960,0,0,632446
"10598","Pertussis","North Dakota",1961,0,0,631432
"10599","Pertussis","North Dakota",1962,0,0,629744
"10600","Pertussis","North Dakota",1963,0,0,627600
"10601","Pertussis","North Dakota",1964,0,0,625218
"10602","Pertussis","North Dakota",1965,0,0,622812
"10603","Pertussis","North Dakota",1966,0,0,620595
"10604","Pertussis","North Dakota",1967,0,0,618774
"10605","Pertussis","North Dakota",1968,0,0,617557
"10606","Pertussis","North Dakota",1969,0,0,617149
"10607","Pertussis","North Dakota",1970,0,0,617761
"10608","Pertussis","North Dakota",1971,0,0,619530
"10609","Pertussis","North Dakota",1972,0,0,622305
"10610","Pertussis","North Dakota",1973,0,0,625858
"10611","Pertussis","North Dakota",1974,0,0,629961
"10612","Pertussis","North Dakota",1975,0,0,634384
"10613","Pertussis","North Dakota",1976,0,0,638887
"10614","Pertussis","North Dakota",1977,0,0,643226
"10615","Pertussis","North Dakota",1978,4,8,647149
"10616","Pertussis","North Dakota",1979,0,0,650399
"10617","Pertussis","North Dakota",1980,2,3,652717
"10618","Pertussis","North Dakota",1981,0,0,653912
"10619","Pertussis","North Dakota",1982,0,0,654077
"10620","Pertussis","North Dakota",1983,37,3,653381
"10621","Pertussis","North Dakota",1984,0,0,651996
"10622","Pertussis","North Dakota",1985,48,8,650094
"10623","Pertussis","North Dakota",1986,43,6,647847
"10624","Pertussis","North Dakota",1987,47,14,645427
"10625","Pertussis","North Dakota",1988,50,9,643003
"10626","Pertussis","North Dakota",1989,19,1,640739
"10627","Pertussis","North Dakota",1990,30,4,638800
"10628","Pertussis","North Dakota",1991,36,3,637317
"10629","Pertussis","North Dakota",1992,39,13,636298
"10630","Pertussis","North Dakota",1993,42,4,635718
"10631","Pertussis","North Dakota",1994,32,5,635555
"10632","Pertussis","North Dakota",1995,46,7,635789
"10633","Pertussis","North Dakota",1996,26,1,636399
"10634","Pertussis","North Dakota",1997,46,3,637364
"10635","Pertussis","North Dakota",1998,20,42,638665
"10636","Pertussis","North Dakota",1999,20,18,640283
"10637","Pertussis","North Dakota",2000,44,7,642200
"10638","Pertussis","North Dakota",2001,11,5,644395
"10639","Pertussis","North Dakota",2002,4,1,646845
"10640","Pertussis","North Dakota",2003,31,5,649525
"10641","Pertussis","North Dakota",2004,41,751,652411
"10642","Pertussis","North Dakota",2005,49,133,655476
"10643","Pertussis","North Dakota",2006,47,24,658696
"10644","Pertussis","North Dakota",2007,45,10,662044
"10645","Pertussis","North Dakota",2008,31,1,665494
"10646","Pertussis","North Dakota",2009,38,28,669019
"10647","Pertussis","North Dakota",2010,30,58,672591
"10648","Pertussis","North Dakota",2011,47,59,676187
"10649","Pertussis","Ohio",1938,51,8121,6837749
"10650","Pertussis","Ohio",1939,52,8795,6867725
"10651","Pertussis","Ohio",1940,51,11045,6907612
"10652","Pertussis","Ohio",1941,51,14861,6959617
"10653","Pertussis","Ohio",1942,51,10287,7023902
"10654","Pertussis","Ohio",1943,52,8568,7100140
"10655","Pertussis","Ohio",1944,52,5997,7188043
"10656","Pertussis","Ohio",1945,52,7446,7287348
"10657","Pertussis","Ohio",1946,52,4337,7397811
"10658","Pertussis","Ohio",1947,50,9798,7519199
"10659","Pertussis","Ohio",1948,52,3051,7651286
"10660","Pertussis","Ohio",1949,52,3696,7793842
"10661","Pertussis","Ohio",1950,51,7088,7946627
"10662","Pertussis","Ohio",1951,48,1981,8109174
"10663","Pertussis","Ohio",1952,47,1707,8280106
"10664","Pertussis","Ohio",1953,49,1336,8457700
"10665","Pertussis","Ohio",1954,51,2240,8640071
"10666","Pertussis","Ohio",1955,51,1863,8825160
"10667","Pertussis","Ohio",1956,0,0,9010725
"10668","Pertussis","Ohio",1957,0,0,9194333
"10669","Pertussis","Ohio",1958,0,0,9373370
"10670","Pertussis","Ohio",1959,0,0,9545042
"10671","Pertussis","Ohio",1960,0,0,9706398
"10672","Pertussis","Ohio",1961,0,0,9854909
"10673","Pertussis","Ohio",1962,0,0,9990233
"10674","Pertussis","Ohio",1963,0,0,10112669
"10675","Pertussis","Ohio",1964,0,0,10222613
"10676","Pertussis","Ohio",1965,0,0,10320547
"10677","Pertussis","Ohio",1966,0,0,10407031
"10678","Pertussis","Ohio",1967,0,0,10482699
"10679","Pertussis","Ohio",1968,0,0,10548245
"10680","Pertussis","Ohio",1969,0,0,10604419
"10681","Pertussis","Ohio",1970,0,0,10652017
"10682","Pertussis","Ohio",1971,0,0,10691820
"10683","Pertussis","Ohio",1972,0,0,10724428
"10684","Pertussis","Ohio",1973,0,0,10750407
"10685","Pertussis","Ohio",1974,1,21,10770347
"10686","Pertussis","Ohio",1975,12,30,10784850
"10687","Pertussis","Ohio",1976,25,71,10794532
"10688","Pertussis","Ohio",1977,24,68,10800017
"10689","Pertussis","Ohio",1978,33,117,10801937
"10690","Pertussis","Ohio",1979,15,91,10800929
"10691","Pertussis","Ohio",1980,24,75,10797630
"10692","Pertussis","Ohio",1981,22,37,10792749
"10693","Pertussis","Ohio",1982,33,97,10787264
"10694","Pertussis","Ohio",1983,50,154,10782220
"10695","Pertussis","Ohio",1984,49,80,10778661
"10696","Pertussis","Ohio",1985,52,121,10777629
"10697","Pertussis","Ohio",1986,48,171,10780167
"10698","Pertussis","Ohio",1987,52,124,10787323
"10699","Pertussis","Ohio",1988,48,61,10800151
"10700","Pertussis","Ohio",1989,32,147,10819719
"10701","Pertussis","Ohio",1990,44,264,10847115
"10702","Pertussis","Ohio",1991,50,120,10883011
"10703","Pertussis","Ohio",1992,42,112,10926334
"10704","Pertussis","Ohio",1993,50,550,10975568
"10705","Pertussis","Ohio",1994,50,165,11029176
"10706","Pertussis","Ohio",1995,51,182,11085598
"10707","Pertussis","Ohio",1996,48,276,11143245
"10708","Pertussis","Ohio",1997,48,161,11200494
"10709","Pertussis","Ohio",1998,50,276,11255689
"10710","Pertussis","Ohio",1999,49,287,11307142
"10711","Pertussis","Ohio",2000,51,361,11353140
"10712","Pertussis","Ohio",2001,45,277,11392347
"10713","Pertussis","Ohio",2002,49,427,11425030
"10714","Pertussis","Ohio",2003,47,313,11451874
"10715","Pertussis","Ohio",2004,47,739,11473579
"10716","Pertussis","Ohio",2005,50,1116,11490860
"10717","Pertussis","Ohio",2006,51,624,11504443
"10718","Pertussis","Ohio",2007,52,609,11515059
"10719","Pertussis","Ohio",2008,52,781,11523446
"10720","Pertussis","Ohio",2009,52,1081,11530347
"10721","Pertussis","Ohio",2010,52,1810,11536504
"10722","Pertussis","Ohio",2011,51,751,11542540
"10723","Pertussis","Oklahoma",1938,51,1748,2369157
"10724","Pertussis","Oklahoma",1939,51,424,2352954
"10725","Pertussis","Oklahoma",1940,51,573,2336434
"10726","Pertussis","Oklahoma",1941,51,1097,2320247
"10727","Pertussis","Oklahoma",1942,51,540,2304725
"10728","Pertussis","Oklahoma",1943,52,849,2290114
"10729","Pertussis","Oklahoma",1944,52,427,2276658
"10730","Pertussis","Oklahoma",1945,52,649,2264594
"10731","Pertussis","Oklahoma",1946,49,466,2254157
"10732","Pertussis","Oklahoma",1947,51,1044,2245579
"10733","Pertussis","Oklahoma",1948,47,887,2239094
"10734","Pertussis","Oklahoma",1949,45,222,2234938
"10735","Pertussis","Oklahoma",1950,50,902,2233351
"10736","Pertussis","Oklahoma",1951,48,1031,2234493
"10737","Pertussis","Oklahoma",1952,48,688,2238183
"10738","Pertussis","Oklahoma",1953,44,230,2244157
"10739","Pertussis","Oklahoma",1954,48,221,2252158
"10740","Pertussis","Oklahoma",1955,51,861,2261929
"10741","Pertussis","Oklahoma",1956,0,0,2273216
"10742","Pertussis","Oklahoma",1957,0,0,2285759
"10743","Pertussis","Oklahoma",1958,0,0,2299297
"10744","Pertussis","Oklahoma",1959,0,0,2313563
"10745","Pertussis","Oklahoma",1960,0,0,2328284
"10746","Pertussis","Oklahoma",1961,0,0,2343296
"10747","Pertussis","Oklahoma",1962,0,0,2358898
"10748","Pertussis","Oklahoma",1963,0,0,2375514
